vehicle No.,Time,state
1,41,n1_3[2]
1,41,n5_3[2]
1,41,n6_3[2]
1,41,n1_1[1]_3[2]
1,41,n4_1[1]_3[2]
1,41,n2_1[1]_3[2]
1,41,n3_1[1]_3[2]
1,41,n5_1[1]_3[2]
1,41,n6_1[1]_3[2]
1,41,n1_2[2]
1,41,n4_2[2]
1,41,n2_2[2]
1,41,n3_2[2]
1,41,n5_2[2]
1,41,n6_2[2]
1,41,n4_2[2]_3[1]
1,41,n6_2[2]_3[1]
1,41,n2_2[2]_3[1]
1,41,n3_2[2]_3[1]
1,41,n1_2[2]_3[1]
1,41,n5_2[2]_3[1]
1,41,n3_2[1]_3[2]
1,41,n2_2[1]_3[2]
1,41,n4_2[1]_3[2]
1,41,n1_2[1]_3[2]
1,41,n5_2[1]_3[2]
1,41,n6_2[1]_3[2]
1,41,n2_1[2]
1,41,n4_1[2]
1,41,n1_1[2]
1,41,n2_1[1]_2[1]_3[2]
1,41,n3_1[1]_2[1]_3[2]
1,41,n1_1[1]_2[1]_3[2]
1,41,n4_1[1]_2[1]_3[2]
1,41,n3_1[2]
1,41,n5_1[1]_2[1]_3[2]
1,41,n5_1[2]
1,41,n6_1[2]
1,41,n6_1[1]_2[1]_3[2]
1,41,n2_1[1]_2[2]
1,41,n3_1[1]_2[2]
1,41,n1_1[1]_2[2]
1,41,n4_1[1]_2[2]
1,41,n5_1[1]_2[2]
1,41,n6_1[1]_2[2]
1,41,n4_1[2]_3[1]
1,41,n1_1[2]_2[1]
1,41,n4_1[2]_2[1]
1,41,n2_1[2]_3[1]
1,41,n3_1[2]_3[1]
1,41,n2_1[2]_2[1]
1,41,n3_1[2]_2[1]
1,41,n1_1[2]_3[1]
1,41,n5_1[2]_2[1]
1,41,n5_1[2]_3[1]
1,41,n6_1[2]_3[1]
1,41,n6_1[2]_2[1]
1,42,n2_1[2]_2[2]_3[2]
1,42,n3_1[2]_2[2]_3[2]
1,42,n1_1[2]_2[2]_3[2]
1,42,n4_1[2]_2[2]_3[2]
1,42,n6_1[2]_2[2]_3[2]
1,42,n5_1[2]_2[2]_3[2]
1,42,n2_1[2]_3[2]
1,42,n3_1[2]_3[2]
1,42,n1_1[2]_3[2]
1,42,n4_1[2]_3[2]
1,42,n5_1[2]_3[2]
1,42,n6_1[2]_3[2]
1,42,n2_2[2]_3[2]
1,42,n3_2[2]_3[2]
1,42,n1_2[2]_3[2]
1,42,n4_2[2]_3[2]
1,42,n6_2[2]_3[2]
1,42,n5_2[2]_3[2]
1,42,n1_1[2]_2[2]
1,42,n4_1[2]_2[2]
1,42,n2_1[2]_2[2]
1,42,n3_1[2]_2[2]
1,42,n5_1[2]_2[2]
1,42,n6_1[2]_2[2]
1,42,n2_1[1]_2[2]_3[2]
1,42,n3_1[1]_2[2]_3[2]
1,42,n1_1[2]_2[1]_3[2]
1,42,n4_1[2]_2[1]_3[2]
1,42,n1_1[1]_2[2]_3[2]
1,42,n4_1[1]_2[2]_3[2]
1,42,n2_1[2]_2[1]_3[2]
1,42,n3_1[2]_2[1]_3[2]
1,42,n5_1[2]_2[1]_3[2]
1,42,n5_1[1]_2[2]_3[2]
1,42,n6_1[1]_2[2]_3[2]
1,42,n6_1[2]_2[1]_3[2]
1,42,n1_1[2]_2[2]_3[1]
1,42,n4_1[2]_2[2]_3[1]
1,42,n2_1[2]_2[2]_3[1]
1,42,n3_1[2]_2[2]_3[1]
1,42,n5_1[2]_2[2]_3[1]
1,42,n6_1[2]_2[2]_3[1]
1,42,n4_3[2]
1,42,n3_3[2]
1,42,n1_3[2]
1,42,n2_3[2]
1,42,n5_3[2]
1,42,n6_3[2]
1,42,n2_1[1]_3[2]
1,42,n3_1[1]_3[2]
1,42,n1_1[1]_3[2]
1,42,n4_1[1]_3[2]
1,42,n5_1[1]_3[2]
1,42,n6_1[1]_3[2]
1,42,n1_2[2]
1,42,n4_2[2]
1,42,n2_2[2]
1,42,n3_2[2]
1,42,n5_2[2]
1,42,n6_2[2]
1,42,n3_2[2]_3[1]
1,42,n6_2[2]_3[1]
1,42,n1_2[2]_3[1]
1,42,n4_2[2]_3[1]
1,42,n2_2[2]_3[1]
1,42,n5_2[2]_3[1]
1,42,n4_2[1]_3[2]
1,42,n1_2[1]_3[2]
1,42,n3_2[1]_3[2]
1,42,n2_2[1]_3[2]
1,42,n5_2[1]_3[2]
1,42,n6_2[1]_3[2]
1,42,n2_1[2]
1,42,n3_1[1]_2[1]_3[2]
1,42,n2_1[1]_2[1]_3[2]
1,42,n1_1[2]
1,42,n4_1[2]
1,42,n1_1[1]_2[1]_3[2]
1,42,n4_1[1]_2[1]_3[2]
1,42,n3_1[2]
1,42,n5_1[2]
1,42,n5_1[1]_2[1]_3[2]
1,42,n6_1[1]_2[1]_3[2]
1,42,n6_1[2]
1,42,n1_1[1]_2[2]
1,42,n4_1[1]_2[2]
1,42,n2_1[1]_2[2]
1,42,n3_1[1]_2[2]
1,42,n5_1[1]_2[2]
1,42,n6_1[1]_2[2]
1,42,n3_1[2]_3[1]
1,42,n1_1[2]_2[1]
1,42,n4_1[2]_2[1]
1,42,n2_1[2]_2[1]
1,42,n3_1[2]_2[1]
1,42,n1_1[2]_3[1]
1,42,n4_1[2]_3[1]
1,42,n2_1[2]_3[1]
1,42,n5_1[2]_2[1]
1,42,n5_1[2]_3[1]
1,42,n6_1[2]_2[1]
1,42,n6_1[2]_3[1]
1,43,n2_1[2]_2[2]_3[2]
1,43,n3_1[2]_2[2]_3[2]
1,43,n1_1[2]_2[2]_3[2]
1,43,n4_1[2]_2[2]_3[2]
1,43,n6_1[2]_2[2]_3[2]
1,43,n5_1[2]_2[2]_3[2]
1,43,n2_1[2]_3[2]
1,43,n3_1[2]_3[2]
1,43,n1_1[2]_3[2]
1,43,n4_1[2]_3[2]
1,43,n5_1[2]_3[2]
1,43,n6_1[2]_3[2]
1,43,n2_2[2]_3[2]
1,43,n3_2[2]_3[2]
1,43,n1_2[2]_3[2]
1,43,n4_2[2]_3[2]
1,43,n6_2[2]_3[2]
1,43,n5_2[2]_3[2]
1,43,n1_1[2]_2[2]
1,43,n4_1[2]_2[2]
1,43,n2_1[2]_2[2]
1,43,n3_1[2]_2[2]
1,43,n5_1[2]_2[2]
1,43,n6_1[2]_2[2]
1,43,n1_1[2]_2[1]_3[2]
1,43,n4_1[2]_2[1]_3[2]
1,43,n2_1[2]_2[1]_3[2]
1,43,n3_1[2]_2[1]_3[2]
1,43,n2_1[1]_2[2]_3[2]
1,43,n3_1[1]_2[2]_3[2]
1,43,n1_1[1]_2[2]_3[2]
1,43,n4_1[1]_2[2]_3[2]
1,43,n5_1[1]_2[2]_3[2]
1,43,n5_1[2]_2[1]_3[2]
1,43,n6_1[2]_2[1]_3[2]
1,43,n6_1[1]_2[2]_3[2]
1,43,n2_1[2]_2[2]_3[1]
1,43,n3_1[2]_2[2]_3[1]
1,43,n1_1[2]_2[2]_3[1]
1,43,n4_1[2]_2[2]_3[1]
1,43,n5_1[2]_2[2]_3[1]
1,43,n6_1[2]_2[2]_3[1]
1,43,n3_3[2]
1,43,n4_3[2]
1,43,n2_3[2]
1,43,n1_3[2]
1,43,n5_3[2]
1,43,n6_3[2]
1,43,n2_1[1]_3[2]
1,43,n3_1[1]_3[2]
1,43,n1_1[1]_3[2]
1,43,n4_1[1]_3[2]
1,43,n5_1[1]_3[2]
1,43,n6_1[1]_3[2]
1,43,n2_2[2]
1,43,n3_2[2]
1,43,n1_2[2]
1,43,n4_2[2]
1,43,n5_2[2]
1,43,n6_2[2]
1,43,n4_2[2]_3[1]
1,43,n6_2[2]_3[1]
1,43,n2_2[2]_3[1]
1,43,n3_2[2]_3[1]
1,43,n1_2[2]_3[1]
1,43,n5_2[2]_3[1]
1,43,n3_2[1]_3[2]
1,43,n2_2[1]_3[2]
1,43,n4_2[1]_3[2]
1,43,n1_2[1]_3[2]
1,43,n5_2[1]_3[2]
1,43,n6_2[1]_3[2]
1,43,n2_1[2]
1,43,n4_1[2]
1,43,n1_1[2]
1,43,n1_1[1]_2[1]_3[2]
1,43,n4_1[1]_2[1]_3[2]
1,43,n2_1[1]_2[1]_3[2]
1,43,n3_1[1]_2[1]_3[2]
1,43,n3_1[2]
1,43,n5_1[2]
1,43,n5_1[1]_2[1]_3[2]
1,43,n6_1[2]
1,43,n6_1[1]_2[1]_3[2]
1,43,n2_1[1]_2[2]
1,43,n3_1[1]_2[2]
1,43,n1_1[1]_2[2]
1,43,n4_1[1]_2[2]
1,43,n5_1[1]_2[2]
1,43,n6_1[1]_2[2]
1,43,n4_1[2]_2[1]
1,43,n2_1[2]_3[1]
1,43,n3_1[2]_3[1]
1,43,n2_1[2]_2[1]
1,43,n3_1[2]_2[1]
1,43,n1_1[2]_3[1]
1,43,n4_1[2]_3[1]
1,43,n1_1[2]_2[1]
1,43,n5_1[2]_2[1]
1,43,n5_1[2]_3[1]
1,43,n6_1[2]_2[1]
1,43,n6_1[2]_3[1]
1,44,n1_1[2]_2[2]_3[2]
1,44,n4_1[2]_2[2]_3[2]
1,44,n2_1[2]_2[2]_3[2]
1,44,n3_1[2]_2[2]_3[2]
1,44,n6_1[2]_2[2]_3[2]
1,44,n5_1[2]_2[2]_3[2]
1,44,n1_1[2]_3[2]
1,44,n4_1[2]_3[2]
1,44,n2_1[2]_3[2]
1,44,n3_1[2]_3[2]
1,44,n5_1[2]_3[2]
1,44,n6_1[2]_3[2]
1,44,n1_2[2]_3[2]
1,44,n4_2[2]_3[2]
1,44,n2_2[2]_3[2]
1,44,n3_2[2]_3[2]
1,44,n6_2[2]_3[2]
1,44,n5_2[2]_3[2]
1,44,n2_1[2]_2[2]
1,44,n3_1[2]_2[2]
1,44,n1_1[2]_2[2]
1,44,n4_1[2]_2[2]
1,44,n5_1[2]_2[2]
1,44,n6_1[2]_2[2]
1,44,n1_1[1]_2[2]_3[2]
1,44,n4_1[1]_2[2]_3[2]
1,44,n2_1[2]_2[1]_3[2]
1,44,n3_1[2]_2[1]_3[2]
1,44,n2_1[1]_2[2]_3[2]
1,44,n3_1[1]_2[2]_3[2]
1,44,n1_1[2]_2[1]_3[2]
1,44,n4_1[2]_2[1]_3[2]
1,44,n5_1[2]_2[1]_3[2]
1,44,n5_1[1]_2[2]_3[2]
1,44,n6_1[1]_2[2]_3[2]
1,44,n6_1[2]_2[1]_3[2]
1,44,n2_1[2]_2[2]_3[1]
1,44,n3_1[2]_2[2]_3[1]
1,44,n1_1[2]_2[2]_3[1]
1,44,n4_1[2]_2[2]_3[1]
1,44,n5_1[2]_2[2]_3[1]
1,44,n6_1[2]_2[2]_3[1]
1,44,n4_3[2]
1,44,n3_3[2]
1,44,n1_3[2]
1,44,n2_3[2]
1,44,n5_3[2]
1,44,n6_3[2]
1,44,n1_1[1]_3[2]
1,44,n4_1[1]_3[2]
1,44,n2_1[1]_3[2]
1,44,n3_1[1]_3[2]
1,44,n5_1[1]_3[2]
1,44,n6_1[1]_3[2]
1,44,n2_2[2]
1,44,n3_2[2]
1,44,n1_2[2]
1,44,n4_2[2]
1,44,n5_2[2]
1,44,n6_2[2]
1,44,n3_2[2]_3[1]
1,44,n6_2[2]_3[1]
1,44,n1_2[2]_3[1]
1,44,n4_2[2]_3[1]
1,44,n2_2[2]_3[1]
1,44,n5_2[2]_3[1]
1,44,n4_2[1]_3[2]
1,44,n1_2[1]_3[2]
1,44,n3_2[1]_3[2]
1,44,n2_2[1]_3[2]
1,44,n5_2[1]_3[2]
1,44,n6_2[1]_3[2]
1,44,n1_1[1]_2[1]_3[2]
1,44,n4_1[2]
1,44,n1_1[2]
1,44,n2_1[2]
1,44,n3_1[2]
1,44,n2_1[1]_2[1]_3[2]
1,44,n3_1[1]_2[1]_3[2]
1,44,n4_1[1]_2[1]_3[2]
1,44,n5_1[2]
1,44,n5_1[1]_2[1]_3[2]
1,44,n6_1[2]
1,44,n6_1[1]_2[1]_3[2]
1,44,n1_1[1]_2[2]
1,44,n4_1[1]_2[2]
1,44,n2_1[1]_2[2]
1,44,n3_1[1]_2[2]
1,44,n5_1[1]_2[2]
1,44,n6_1[1]_2[2]
1,44,n3_1[2]_3[1]
1,44,n1_1[2]_3[1]
1,44,n4_1[2]_3[1]
1,44,n2_1[2]_2[1]
1,44,n3_1[2]_2[1]
1,44,n1_1[2]_2[1]
1,44,n4_1[2]_2[1]
1,44,n2_1[2]_3[1]
1,44,n5_1[2]_3[1]
1,44,n5_1[2]_2[1]
1,44,n6_1[2]_2[1]
1,44,n6_1[2]_3[1]
1,45,n1_1[2]_2[2]_3[2]
1,45,n4_1[2]_2[2]_3[2]
1,45,n2_1[2]_2[2]_3[2]
1,45,n3_1[2]_2[2]_3[2]
1,45,n6_1[2]_2[2]_3[2]
1,45,n5_1[2]_2[2]_3[2]
1,45,n1_1[2]_3[2]
1,45,n4_1[2]_3[2]
1,45,n2_1[2]_3[2]
1,45,n3_1[2]_3[2]
1,45,n5_1[2]_3[2]
1,45,n6_1[2]_3[2]
1,45,n1_2[2]_3[2]
1,45,n4_2[2]_3[2]
1,45,n2_2[2]_3[2]
1,45,n3_2[2]_3[2]
1,45,n6_2[2]_3[2]
1,45,n5_2[2]_3[2]
1,45,n2_1[2]_2[2]
1,45,n3_1[2]_2[2]
1,45,n1_1[2]_2[2]
1,45,n4_1[2]_2[2]
1,45,n5_1[2]_2[2]
1,45,n6_1[2]_2[2]
1,45,n2_1[2]_2[1]_3[2]
1,45,n3_1[2]_2[1]_3[2]
1,45,n1_1[2]_2[1]_3[2]
1,45,n4_1[2]_2[1]_3[2]
1,45,n1_1[1]_2[2]_3[2]
1,45,n4_1[1]_2[2]_3[2]
1,45,n2_1[1]_2[2]_3[2]
1,45,n3_1[1]_2[2]_3[2]
1,45,n5_1[1]_2[2]_3[2]
1,45,n5_1[2]_2[1]_3[2]
1,45,n6_1[2]_2[1]_3[2]
1,45,n6_1[1]_2[2]_3[2]
1,45,n1_1[2]_2[2]_3[1]
1,45,n4_1[2]_2[2]_3[1]
1,45,n2_1[2]_2[2]_3[1]
1,45,n3_1[2]_2[2]_3[1]
1,45,n5_1[2]_2[2]_3[1]
1,45,n6_1[2]_2[2]_3[1]
1,45,n3_3[2]
1,45,n4_3[2]
1,45,n2_3[2]
1,45,n1_3[2]
1,45,n5_3[2]
1,45,n6_3[2]
1,45,n1_1[1]_3[2]
1,45,n4_1[1]_3[2]
1,45,n2_1[1]_3[2]
1,45,n3_1[1]_3[2]
1,45,n5_1[1]_3[2]
1,45,n6_1[1]_3[2]
1,45,n1_2[2]
1,45,n4_2[2]
1,45,n2_2[2]
1,45,n3_2[2]
1,45,n5_2[2]
1,45,n6_2[2]
1,45,n4_2[2]_3[1]
1,45,n6_2[2]_3[1]
1,45,n2_2[2]_3[1]
1,45,n3_2[2]_3[1]
1,45,n1_2[2]_3[1]
1,45,n5_2[2]_3[1]
1,45,n3_2[1]_3[2]
1,45,n2_2[1]_3[2]
1,45,n4_2[1]_3[2]
1,45,n1_2[1]_3[2]
1,45,n5_2[1]_3[2]
1,45,n6_2[1]_3[2]
1,45,n2_1[2]
1,45,n4_1[2]
1,45,n1_1[2]
1,45,n2_1[1]_2[1]_3[2]
1,45,n3_1[1]_2[1]_3[2]
1,45,n1_1[1]_2[1]_3[2]
1,45,n4_1[1]_2[1]_3[2]
1,45,n3_1[2]
1,45,n5_1[1]_2[1]_3[2]
1,45,n5_1[2]
1,45,n6_1[2]
1,45,n6_1[1]_2[1]_3[2]
1,45,n2_1[1]_2[2]
1,45,n3_1[1]_2[2]
1,45,n1_1[1]_2[2]
1,45,n4_1[1]_2[2]
1,45,n5_1[1]_2[2]
1,45,n6_1[1]_2[2]
1,45,n3_1[2]_3[1]
1,45,n2_1[2]_2[1]
1,45,n3_1[2]_2[1]
1,45,n1_1[2]_3[1]
1,45,n4_1[2]_3[1]
1,45,n1_1[2]_2[1]
1,45,n4_1[2]_2[1]
1,45,n2_1[2]_3[1]
1,45,n5_1[2]_3[1]
1,45,n5_1[2]_2[1]
1,45,n6_1[2]_3[1]
1,45,n6_1[2]_2[1]
1,46,n2_1[2]_2[2]_3[2]
1,46,n3_1[2]_2[2]_3[2]
1,46,n1_1[2]_2[2]_3[2]
1,46,n4_1[2]_2[2]_3[2]
1,46,n6_1[2]_2[2]_3[2]
1,46,n5_1[2]_2[2]_3[2]
1,46,n2_1[2]_3[2]
1,46,n3_1[2]_3[2]
1,46,n1_1[2]_3[2]
1,46,n4_1[2]_3[2]
1,46,n5_1[2]_3[2]
1,46,n6_1[2]_3[2]
1,46,n2_2[2]_3[2]
1,46,n3_2[2]_3[2]
1,46,n1_2[2]_3[2]
1,46,n4_2[2]_3[2]
1,46,n6_2[2]_3[2]
1,46,n5_2[2]_3[2]
1,46,n1_1[2]_2[2]
1,46,n4_1[2]_2[2]
1,46,n2_1[2]_2[2]
1,46,n3_1[2]_2[2]
1,46,n5_1[2]_2[2]
1,46,n6_1[2]_2[2]
1,46,n2_1[1]_2[2]_3[2]
1,46,n3_1[1]_2[2]_3[2]
1,46,n1_1[2]_2[1]_3[2]
1,46,n4_1[2]_2[1]_3[2]
1,46,n1_1[1]_2[2]_3[2]
1,46,n4_1[1]_2[2]_3[2]
1,46,n2_1[2]_2[1]_3[2]
1,46,n3_1[2]_2[1]_3[2]
1,46,n5_1[2]_2[1]_3[2]
1,46,n5_1[1]_2[2]_3[2]
1,46,n6_1[1]_2[2]_3[2]
1,46,n6_1[2]_2[1]_3[2]
1,46,n1_1[2]_2[2]_3[1]
1,46,n4_1[2]_2[2]_3[1]
1,46,n2_1[2]_2[2]_3[1]
1,46,n3_1[2]_2[2]_3[1]
1,46,n5_1[2]_2[2]_3[1]
1,46,n6_1[2]_2[2]_3[1]
1,46,n4_3[2]
1,46,n3_3[2]
1,46,n1_3[2]
1,46,n2_3[2]
1,46,n5_3[2]
1,46,n6_3[2]
1,46,n2_1[1]_3[2]
1,46,n3_1[1]_3[2]
1,46,n1_1[1]_3[2]
1,46,n4_1[1]_3[2]
1,46,n5_1[1]_3[2]
1,46,n6_1[1]_3[2]
1,46,n1_2[2]
1,46,n4_2[2]
1,46,n2_2[2]
1,46,n3_2[2]
1,46,n5_2[2]
1,46,n6_2[2]
1,46,n3_2[2]_3[1]
1,46,n6_2[2]_3[1]
1,46,n1_2[2]_3[1]
1,46,n4_2[2]_3[1]
1,46,n2_2[2]_3[1]
1,46,n5_2[2]_3[1]
1,46,n4_2[1]_3[2]
1,46,n1_2[1]_3[2]
1,46,n3_2[1]_3[2]
1,46,n2_2[1]_3[2]
1,46,n5_2[1]_3[2]
1,46,n6_2[1]_3[2]
1,46,n2_1[2]
1,46,n3_1[1]_2[1]_3[2]
1,46,n2_1[1]_2[1]_3[2]
1,46,n1_1[2]
1,46,n4_1[2]
1,46,n1_1[1]_2[1]_3[2]
1,46,n4_1[1]_2[1]_3[2]
1,46,n3_1[2]
1,46,n5_1[2]
1,46,n5_1[1]_2[1]_3[2]
1,46,n6_1[1]_2[1]_3[2]
1,46,n6_1[2]
1,46,n1_1[1]_2[2]
1,46,n4_1[1]_2[2]
1,46,n2_1[1]_2[2]
1,46,n3_1[1]_2[2]
1,46,n5_1[1]_2[2]
1,46,n6_1[1]_2[2]
1,46,n3_1[2]_2[1]
1,46,n1_1[2]_3[1]
1,46,n4_1[2]_3[1]
1,46,n2_1[2]_3[1]
1,46,n3_1[2]_3[1]
1,46,n1_1[2]_2[1]
1,46,n4_1[2]_2[1]
1,46,n2_1[2]_2[1]
1,46,n5_1[2]_2[1]
1,46,n5_1[2]_3[1]
1,46,n6_1[2]_3[1]
1,46,n6_1[2]_2[1]
1,47,n2_1[2]_2[2]_3[2]
1,47,n3_1[2]_2[2]_3[2]
1,47,n1_1[2]_2[2]_3[2]
1,47,n4_1[2]_2[2]_3[2]
1,47,n6_1[2]_2[2]_3[2]
1,47,n5_1[2]_2[2]_3[2]
1,47,n2_1[2]_3[2]
1,47,n3_1[2]_3[2]
1,47,n1_1[2]_3[2]
1,47,n4_1[2]_3[2]
1,47,n5_1[2]_3[2]
1,47,n6_1[2]_3[2]
1,47,n2_2[2]_3[2]
1,47,n3_2[2]_3[2]
1,47,n1_2[2]_3[2]
1,47,n4_2[2]_3[2]
1,47,n6_2[2]_3[2]
1,47,n5_2[2]_3[2]
1,47,n1_1[2]_2[2]
1,47,n4_1[2]_2[2]
1,47,n2_1[2]_2[2]
1,47,n3_1[2]_2[2]
1,47,n5_1[2]_2[2]
1,47,n6_1[2]_2[2]
1,47,n1_1[2]_2[1]_3[2]
1,47,n4_1[2]_2[1]_3[2]
1,47,n2_1[2]_2[1]_3[2]
1,47,n3_1[2]_2[1]_3[2]
1,47,n2_1[1]_2[2]_3[2]
1,47,n3_1[1]_2[2]_3[2]
1,47,n1_1[1]_2[2]_3[2]
1,47,n4_1[1]_2[2]_3[2]
1,47,n5_1[1]_2[2]_3[2]
1,47,n5_1[2]_2[1]_3[2]
1,47,n6_1[2]_2[1]_3[2]
1,47,n6_1[1]_2[2]_3[2]
1,47,n2_1[2]_2[2]_3[1]
1,47,n3_1[2]_2[2]_3[1]
1,47,n1_1[2]_2[2]_3[1]
1,47,n4_1[2]_2[2]_3[1]
1,47,n5_1[2]_2[2]_3[1]
1,47,n6_1[2]_2[2]_3[1]
1,47,n3_3[2]
1,47,n4_3[2]
1,47,n2_3[2]
1,47,n1_3[2]
1,47,n5_3[2]
1,47,n6_3[2]
1,47,n2_1[1]_3[2]
1,47,n3_1[1]_3[2]
1,47,n1_1[1]_3[2]
1,47,n4_1[1]_3[2]
1,47,n5_1[1]_3[2]
1,47,n6_1[1]_3[2]
1,47,n2_2[2]
1,47,n3_2[2]
1,47,n1_2[2]
1,47,n4_2[2]
1,47,n5_2[2]
1,47,n6_2[2]
1,47,n4_2[2]_3[1]
1,47,n6_2[2]_3[1]
1,47,n2_2[2]_3[1]
1,47,n3_2[2]_3[1]
1,47,n1_2[2]_3[1]
1,47,n5_2[2]_3[1]
1,47,n3_2[1]_3[2]
1,47,n2_2[1]_3[2]
1,47,n4_2[1]_3[2]
1,47,n1_2[1]_3[2]
1,47,n5_2[1]_3[2]
1,47,n6_2[1]_3[2]
1,47,n2_1[2]
1,47,n4_1[2]
1,47,n1_1[2]
1,47,n1_1[1]_2[1]_3[2]
1,47,n4_1[1]_2[1]_3[2]
1,47,n2_1[1]_2[1]_3[2]
1,47,n3_1[1]_2[1]_3[2]
1,47,n3_1[2]
1,47,n5_1[2]
1,47,n5_1[1]_2[1]_3[2]
1,47,n6_1[2]
1,47,n6_1[1]_2[1]_3[2]
1,47,n2_1[1]_2[2]
1,47,n3_1[1]_2[2]
1,47,n1_1[1]_2[2]
1,47,n4_1[1]_2[2]
1,47,n5_1[1]_2[2]
1,47,n6_1[1]_2[2]
1,47,n3_1[2]_2[1]
1,47,n1_1[2]_3[1]
1,47,n4_1[2]_3[1]
1,47,n1_1[2]_2[1]
1,47,n4_1[2]_2[1]
1,47,n2_1[2]_3[1]
1,47,n3_1[2]_3[1]
1,47,n2_1[2]_2[1]
1,47,n5_1[2]_3[1]
1,47,n5_1[2]_2[1]
1,47,n6_1[2]_2[1]
1,47,n6_1[2]_3[1]
1,48,n1_1[2]_2[2]_3[2]
1,48,n4_1[2]_2[2]_3[2]
1,48,n2_1[2]_2[2]_3[2]
1,48,n3_1[2]_2[2]_3[2]
1,48,n6_1[2]_2[2]_3[2]
1,48,n5_1[2]_2[2]_3[2]
1,48,n1_1[2]_3[2]
1,48,n4_1[2]_3[2]
1,48,n2_1[2]_3[2]
1,48,n3_1[2]_3[2]
1,48,n5_1[2]_3[2]
1,48,n6_1[2]_3[2]
1,48,n1_2[2]_3[2]
1,48,n4_2[2]_3[2]
1,48,n2_2[2]_3[2]
1,48,n3_2[2]_3[2]
1,48,n6_2[2]_3[2]
1,48,n5_2[2]_3[2]
1,48,n2_1[2]_2[2]
1,48,n3_1[2]_2[2]
1,48,n1_1[2]_2[2]
1,48,n4_1[2]_2[2]
1,48,n5_1[2]_2[2]
1,48,n6_1[2]_2[2]
1,48,n1_1[1]_2[2]_3[2]
1,48,n4_1[1]_2[2]_3[2]
1,48,n2_1[2]_2[1]_3[2]
1,48,n3_1[2]_2[1]_3[2]
1,48,n2_1[1]_2[2]_3[2]
1,48,n3_1[1]_2[2]_3[2]
1,48,n1_1[2]_2[1]_3[2]
1,48,n4_1[2]_2[1]_3[2]
1,48,n5_1[2]_2[1]_3[2]
1,48,n5_1[1]_2[2]_3[2]
1,48,n6_1[1]_2[2]_3[2]
1,48,n6_1[2]_2[1]_3[2]
1,48,n2_1[2]_2[2]_3[1]
1,48,n3_1[2]_2[2]_3[1]
1,48,n1_1[2]_2[2]_3[1]
1,48,n4_1[2]_2[2]_3[1]
1,48,n5_1[2]_2[2]_3[1]
1,48,n6_1[2]_2[2]_3[1]
1,48,n4_3[2]
1,48,n3_3[2]
1,48,n1_3[2]
1,48,n2_3[2]
1,48,n5_3[2]
1,48,n6_3[2]
1,48,n1_1[1]_3[2]
1,48,n4_1[1]_3[2]
1,48,n2_1[1]_3[2]
1,48,n3_1[1]_3[2]
1,48,n5_1[1]_3[2]
1,48,n6_1[1]_3[2]
1,48,n2_2[2]
1,48,n3_2[2]
1,48,n1_2[2]
1,48,n4_2[2]
1,48,n5_2[2]
1,48,n6_2[2]
1,48,n3_2[2]_3[1]
1,48,n6_2[2]_3[1]
1,48,n1_2[2]_3[1]
1,48,n4_2[2]_3[1]
1,48,n2_2[2]_3[1]
1,48,n5_2[2]_3[1]
1,48,n4_2[1]_3[2]
1,48,n1_2[1]_3[2]
1,48,n3_2[1]_3[2]
1,48,n2_2[1]_3[2]
1,48,n5_2[1]_3[2]
1,48,n6_2[1]_3[2]
1,48,n1_1[1]_2[1]_3[2]
1,48,n4_1[2]
1,48,n1_1[2]
1,48,n2_1[2]
1,48,n3_1[2]
1,48,n2_1[1]_2[1]_3[2]
1,48,n3_1[1]_2[1]_3[2]
1,48,n4_1[1]_2[1]_3[2]
1,48,n5_1[2]
1,48,n5_1[1]_2[1]_3[2]
1,48,n6_1[2]
1,48,n6_1[1]_2[1]_3[2]
1,48,n1_1[1]_2[2]
1,48,n4_1[1]_2[2]
1,48,n2_1[1]_2[2]
1,48,n3_1[1]_2[2]
1,48,n5_1[1]_2[2]
1,48,n6_1[1]_2[2]
1,48,n3_1[2]_2[1]
1,48,n1_1[2]_2[1]
1,48,n4_1[2]_2[1]
1,48,n2_1[2]_3[1]
1,48,n3_1[2]_3[1]
1,48,n1_1[2]_3[1]
1,48,n4_1[2]_3[1]
1,48,n2_1[2]_2[1]
1,48,n5_1[2]_3[1]
1,48,n5_1[2]_2[1]
1,48,n6_1[2]_3[1]
1,48,n6_1[2]_2[1]
1,49,n1_1[2]_2[2]_3[2]
1,49,n4_1[2]_2[2]_3[2]
1,49,n2_1[2]_2[2]_3[2]
1,49,n3_1[2]_2[2]_3[2]
1,49,n6_1[2]_2[2]_3[2]
1,49,n5_1[2]_2[2]_3[2]
1,49,n1_1[2]_3[2]
1,49,n4_1[2]_3[2]
1,49,n2_1[2]_3[2]
1,49,n3_1[2]_3[2]
1,49,n5_1[2]_3[2]
1,49,n6_1[2]_3[2]
1,49,n1_2[2]_3[2]
1,49,n4_2[2]_3[2]
1,49,n2_2[2]_3[2]
1,49,n3_2[2]_3[2]
1,49,n6_2[2]_3[2]
1,49,n5_2[2]_3[2]
1,49,n2_1[2]_2[2]
1,49,n3_1[2]_2[2]
1,49,n1_1[2]_2[2]
1,49,n4_1[2]_2[2]
1,49,n5_1[2]_2[2]
1,49,n6_1[2]_2[2]
1,49,n2_1[2]_2[1]_3[2]
1,49,n3_1[2]_2[1]_3[2]
1,49,n1_1[2]_2[1]_3[2]
